,Sentence1,Emotion
1088,My daughter feels miserable.,1
7386,My mother told us all about the recent serious events.,1
1477,The situation makes Roger feel glad.,3
6873,Shereen told us all about the recent shocking events.,2
2359,The situation makes my mother feel excited.,3
5778,Tanisha found herself in a wonderful situation.,3
104,Torrance feels annoyed.,0
2016,The situation makes Amanda feel ecstatic.,3
8008,The conversation with my uncle was heartbreaking.,1
2125,The situation makes Kristin feel sad.,1
6269,Jamel told us all about the recent gloomy events.,1
6955,Jasmine told us all about the recent funny events.,3
6318,Jerome told us all about the recent wonderful events.,3
2784,I made Jack feel annoyed.,0
884,Katie feels annoyed.,0
5611,My uncle found himself in a threatening situation.,2
3172,I made Lakisha feel scared.,2
5521,My son found himself in a vexing situation.,0
6174,My girlfriend found herself in a dreadful situation.,2
5659,Nichelle found herself in a great situation.,3
6623,Jack told us all about the recent annoying events.,0
1136,My girlfriend feels ecstatic.,3
7314,My sister told us all about the recent dreadful events.,2
8596,The conversation with my mother was hilarious.,3
8333,The conversation with Katie was shocking.,2
7627,The conversation with Terrence was grim.,1
3124,I made Tanisha feel annoyed.,0
4733,My girlfriend made me feel anxious.,2
1435,The situation makes Harry feel happy.,3
6123,My daughter found herself in an annoying situation.,0
5267,Harry found himself in a grim situation.,1
6985,Tia told us all about the recent depressing events.,1
626,Shereen feels depressed.,1
3138,I made Tanisha feel relieved.,3
7287,This girl told us all about the recent grim events.,1
2174,The situation makes Stephanie feel fearful.,2
196,Terrence feels ecstatic.,3
2605,I made Adam feel sad.,1
2620,I made Harry feel angry.,0
3648,Alphonse made me feel miserable.,1
6724,My son told us all about the recent displeasing events.,0
4196,My dad made me feel ecstatic.,3
2179,The situation makes Stephanie feel excited.,3
7369,My girlfriend told us all about the recent gloomy events.,1
2168,The situation makes Stephanie feel miserable.,1
7715,The conversation with Roger was funny.,3
3384,I made Ellen feel annoyed.,0
4304,Jasmine made me feel annoyed.,0
1005,She feels sad.,1
1232,The situation makes Jamel feel scared.,2
5804,Lakisha found herself in a displeasing situation.,0
675,Latisha feels happy.,3
3739,Darnell made me feel excited.,3
8579,The conversation with my girlfriend was great.,3
76,Jerome feels ecstatic.,3
5969,Kristin found herself in a gloomy situation.,1
648,Ebony feels miserable.,1
7703,The conversation with Roger was annoying.,0
6556,Frank told us all about the recent hilarious events.,3
7673,The conversation with Harry was shocking.,2
3642,Alphonse made me feel irritated.,0
6557,Frank told us all about the recent amazing events.,3
5250,Adam found himself in a horrible situation.,2
1466,The situation makes Roger feel depressed.,1
1283,The situation makes Leroy feel enraged.,0
7572,The conversation with Darnell was terrifying.,2
7524,The conversation with Leroy was displeasing.,0
7353,My wife told us all about the recent shocking events.,2
2528,I made Darnell feel miserable.,1
6403,Malik told us all about the recent annoying events.,0
1398,The situation makes Terrence feel relieved.,3
7565,The conversation with Darnell was depressing.,1
1844,The situation makes Ebony feel annoyed.,0
7606,The conversation with Malik was serious.,1
8177,The conversation with Tanisha was amazing.,3
2956,I made my father feel ecstatic.,3
5959,Betsy found herself in a great situation.,3
3016,I made Nichelle feel ecstatic.,3
5371,Justin found himself in a threatening situation.,2
4125,My boyfriend made me feel sad.,1
5274,Harry found himself in a dreadful situation.,2
7440,The conversation with Alonzo was irritating.,0
3670,Jerome made me feel terrified.,2
8036,The conversation with my dad was hilarious.,3
5437,Jack found himself in an amazing situation.,3
4663,My sister made me feel enraged.,0
8253,The conversation with Amanda was shocking.,2
4544,Nancy made me feel annoyed.,0
6045,She found herself in a depressing situation.,1
6727,My son told us all about the recent grim events.,1
514,My husband feels fearful.,2
6414,Malik told us all about the recent dreadful events.,2
4067,My brother made me feel devastated.,1
4062,My brother made me feel irritated.,0
5995,Nancy found herself in a funny situation.,3
5301,Roger found himself in a vexing situation.,0
943,Nancy feels enraged.,0
3279,I made Melanie feel excited.,3
2151,The situation makes Nancy feel discouraged.,2
1958,The situation makes Tia feel relieved.,3
2865,I made my brother feel sad.,1
8100,The conversation with Latisha was irritating.,0
4719,My wife made me feel excited.,3
2901,I made my husband feel furious.,0
1991,The situation makes Latoya feel discouraged.,2
705,Jasmine feels sad.,1
6430,Terrence told us all about the recent horrible events.,2
5232,Terrence found himself in a terrifying situation.,2
3988,Jack made me feel miserable.,1
6663,This man told us all about the recent annoying events.,0
1206,The situation makes Alonzo feel depressed.,1
1928,The situation makes Tanisha feel miserable.,1
7820,The conversation with Jack was irritating.,0
6857,Nichelle told us all about the recent amazing events.,3
6201,My aunt found herself in a vexing situation.,0
5968,Kristin found herself in a heartbreaking situation.,1
2568,I made Malik feel miserable.,1
6484,Josh told us all about the recent displeasing events.,0
5563,My boyfriend found himself in an annoying situation.,0
631,Shereen feels discouraged.,2
1216,The situation makes Alonzo feel ecstatic.,3
5603,My uncle found himself in an annoying situation.,0
7007,Lakisha told us all about the recent grim events.,1
7755,The conversation with Frank was funny.,3
3626,Jamel made me feel depressed.,1
5692,Ebony found herself in a terrifying situation.,2
2500,I made Torrance feel angry.,0
6795,My father told us all about the recent funny events.,3
8009,The conversation with my uncle was gloomy.,1
4156,My father made me feel ecstatic.,3
3834,Harry made me feel fearful.,2
2130,The situation makes Kristin feel terrified.,2
331,Justin feels discouraged.,2
4522,Kristin made me feel irritated.,0
416,He feels ecstatic.,3
274,Roger feels fearful.,2
3819,Adam made me feel excited.,3
3971,Andrew made me feel discouraged.,2
3447,I made this girl feel devastated.,1
2189,The situation makes Ellen feel disappointed.,1
1412,The situation makes Adam feel scared.,2
6876,Shereen told us all about the recent hilarious events.,3
1323,The situation makes Darnell feel enraged.,0
7061,Courtney told us all about the recent vexing events.,0
4172,My uncle made me feel scared.,2
4389,Latoya made me feel disappointed.,1
1533,The situation makes Justin feel anxious.,2
7845,The conversation with him was depressing.,1
893,Katie feels anxious.,2
5413,Andrew found himself in a shocking situation.,2
4166,My uncle made me feel depressed.,1
2079,The situation makes Melanie feel excited.,3
5464,This man found himself in a displeasing situation.,0
1911,The situation makes Jasmine feel discouraged.,2
4710,My wife made me feel terrified.,2
2772,I made Andrew feel scared.,2
2982,I made my dad feel irritated.,0
3149,I made Tia feel disappointed.,1
2231,The situation makes this woman feel discouraged.,2
3518,I made my wife feel relieved.,3
8304,The conversation with Melanie was displeasing.,0
5833,Latoya found herself in a shocking situation.,2
2052,The situation makes Heather feel scared.,2
632,Shereen feels scared.,2
5187,Lamar found himself in a grim situation.,1
8606,The conversation with my aunt was serious.,1
4235,Shereen made me feel happy.,3
5679,Shereen found herself in a great situation.,3
6343,Torrance told us all about the recent annoying events.,0
7240,She told us all about the recent irritating events.,0
1919,The situation makes Jasmine feel excited.,3
1987,The situation makes Latoya feel devastated.,1
3339,I made Kristin feel excited.,3
8580,The conversation with my mother was irritating.,0
1344,The situation makes Lamar feel annoyed.,0
6637,Jack told us all about the recent amazing events.,3
3535,I made my girlfriend feel happy.,3
5458,He found himself in a wonderful situation.,3
3066,I made Latisha feel depressed.,1
4121,My boyfriend made me feel furious.,0
7695,The conversation with Josh was funny.,3
3208,I made Amanda feel miserable.,1
421,This man feels furious.,0
1217,The situation makes Alonzo feel glad.,3
611,Nichelle feels discouraged.,2
667,Latisha feels devastated.,1
6199,My mother found herself in a great situation.,3
5938,Katie found herself in a wonderful situation.,3
549,My father feels disappointed.,1
5123,Leroy found himself in an annoying situation.,0
1592,The situation makes Jack feel scared.,2
7279,This woman told us all about the recent great events.,3
3852,Josh made me feel scared.,2
1616,The situation makes him feel ecstatic.,3
8352,The conversation with Betsy was terrifying.,2
7179,Kristin told us all about the recent great events.,3
4673,My sister made me feel anxious.,2
2556,I made Lamar feel ecstatic.,3
3161,I made Lakisha feel furious.,0
4666,My sister made me feel depressed.,1
5126,Leroy found himself in a serious situation.,1
650,Ebony feels terrified.,2
5826,Latoya found herself in a serious situation.,1
3998,Jack made me feel relieved.,3
8226,The conversation with Latoya was serious.,1
4444,Heather made me feel annoyed.,0
35,Jamel feels happy.,3
8494,The conversation with this girl was dreadful.,2
1716,The situation makes my husband feel ecstatic.,3
5943,Betsy found herself in an annoying situation.,0
6924,Shaniqua told us all about the recent displeasing events.,0
7160,Kristin told us all about the recent irritating events.,0
7717,The conversation with Roger was amazing.,3
5960,Kristin found herself in an irritating situation.,0
7119,Melanie told us all about the recent great events.,3
3580,I made my mom feel angry.,0
974,Stephanie feels fearful.,2
6072,This woman found herself in a terrifying situation.,2
5465,This man found himself in a depressing situation.,1
740,Tia feels angry.,0
1657,The situation makes this boy feel glad.,3
1645,The situation makes this boy feel sad.,1
7173,Kristin told us all about the recent shocking events.,2
7989,The conversation with my father was gloomy.,1
7327,My daughter told us all about the recent grim events.,1
7263,This woman told us all about the recent annoying events.,0
1866,The situation makes Latisha feel depressed.,1
1585,The situation makes Jack feel sad.,1
4471,Melanie made me feel discouraged.,2
200,Adam feels angry.,0
8077,The conversation with Shereen was amazing.,3
1401,The situation makes Adam feel furious.,0
5617,My uncle found himself in an amazing situation.,3
7819,The conversation with Andrew was great.,3
2929,I made my boyfriend feel disappointed.,1
8211,The conversation with Lakisha was threatening.,2
5269,Harry found himself in a gloomy situation.,1
1425,The situation makes Harry feel sad.,1
5748,Jasmine found herself in a heartbreaking situation.,1
6854,Nichelle told us all about the recent dreadful events.,2
7990,The conversation with my father was horrible.,2
4293,Shaniqua made me feel anxious.,2
2387,The situation makes my mom feel devastated.,1
6297,Alphonse told us all about the recent amazing events.,3
4515,Betsy made me feel happy.,3
5225,Terrence found himself in a depressing situation.,1
5880,Heather found herself in an irritating situation.,0
919,Betsy feels excited.,3
6386,Lamar told us all about the recent serious events.,1
5856,Amanda found herself in a hilarious situation.,3
3997,Jack made me feel glad.,3
850,Heather feels terrified.,2
1247,The situation makes Alphonse feel devastated.,1
7613,The conversation with Malik was shocking.,2
3242,I made Heather feel irritated.,0
1002,She feels irritated.,0
7849,The conversation with him was gloomy.,1
2506,I made Torrance feel depressed.,1
1942,The situation makes Tia feel irritated.,0
7605,The conversation with Malik was depressing.,1
7681,The conversation with Josh was vexing.,0
844,Heather feels annoyed.,0
3494,I made my daughter feel fearful.,2
781,Latoya feels furious.,0
3832,Harry made me feel scared.,2
5496,This boy found himself in a hilarious situation.,3
8310,The conversation with Melanie was horrible.,2
6864,Shereen told us all about the recent displeasing events.,0
5619,My uncle found himself in a great situation.,3
1546,The situation makes Ryan feel depressed.,1
8015,The conversation with my uncle was funny.,3
5971,Kristin found herself in a threatening situation.,2
6439,Terrence told us all about the recent great events.,3
8451,The conversation with her was threatening.,2
5638,My dad found himself in a wonderful situation.,3
224,Harry feels annoyed.,0
1121,My girlfriend feels furious.,0
1729,The situation makes my boyfriend feel disappointed.,1
1456,The situation makes Josh feel ecstatic.,3
282,Alan feels irritated.,0
1091,My daughter feels discouraged.,2
5899,Heather found herself in a great situation.,3
2031,The situation makes Courtney feel discouraged.,2
5118,Jerome found himself in a wonderful situation.,3
2569,I made Malik feel disappointed.,1
3570,I made my aunt feel terrified.,2
5700,Latisha found herself in an irritating situation.,0
1422,The situation makes Harry feel irritated.,0
6390,Lamar told us all about the recent horrible events.,2
593,My dad feels anxious.,2
2593,I made Terrence feel anxious.,2
814,Amanda feels fearful.,2
2449,I made Alphonse feel disappointed.,1
1879,The situation makes Latisha feel excited.,3
4504,Betsy made me feel annoyed.,0
3892,Alan made me feel scared.,2
3599,I made my mom feel excited.,3
4743,My mother made me feel enraged.,0
1105,My wife feels sad.,1
2409,I made Alonzo feel disappointed.,1
5656,Nichelle found herself in a hilarious situation.,3
7787,The conversation with Ryan was grim.,1
3652,Alphonse made me feel scared.,2
3074,I made Latisha feel fearful.,2
7172,Kristin told us all about the recent terrifying events.,2
486,My son feels depressed.,1
5548,My husband found himself in a heartbreaking situation.,1
7665,The conversation with Harry was depressing.,1
2032,The situation makes Courtney feel scared.,2
393,Jack feels anxious.,2
7502,The conversation with Jerome was outrageous.,0
4144,My father made me feel annoyed.,0
4646,This girl made me feel depressed.,1
169,Malik feels disappointed.,1
2163,The situation makes Stephanie feel enraged.,0
1378,The situation makes Malik feel relieved.,3
7234,Ellen told us all about the recent dreadful events.,2
8358,The conversation with Betsy was wonderful.,3
7975,The conversation with my boyfriend was funny.,3
7430,My mom told us all about the recent horrible events.,2
4332,Tanisha made me feel scared.,2
4720,My girlfriend made me feel angry.,0
6883,Ebony told us all about the recent annoying events.,0
2866,I made my brother feel depressed.,1
8396,The conversation with Nancy was hilarious.,3
7771,The conversation with Justin was threatening.,2
7635,The conversation with Terrence was funny.,3
59,Alphonse feels excited.,3
4472,Melanie made me feel scared.,2
6851,Nichelle told us all about the recent threatening events.,2
4785,My mom made me feel sad.,1
7826,The conversation with Jack was serious.,1
2191,The situation makes Ellen feel discouraged.,2
6761,My boyfriend told us all about the recent vexing events.,0
5511,My brother found himself in a threatening situation.,2
2988,I made my dad feel miserable.,1
1219,The situation makes Alonzo feel excited.,3
5073,Jamel found himself in a shocking situation.,2
6303,Jerome told us all about the recent annoying events.,0
2585,I made Terrence feel sad.,1
269,Roger feels disappointed.,1
859,Heather feels excited.,3
701,Jasmine feels furious.,0
6838,My dad told us all about the recent wonderful events.,3
7416,My aunt told us all about the recent hilarious events.,3
7449,The conversation with Alonzo was gloomy.,1
693,Shaniqua feels anxious.,2
3305,I made Betsy feel sad.,1
7658,The conversation with Adam was wonderful.,3
6695,This boy told us all about the recent funny events.,3
4779,My aunt made me feel excited.,3
3772,Malik made me feel scared.,2
5722,Shaniqua found herself in an outrageous situation.,0
1734,The situation makes my boyfriend feel fearful.,2
8533,The conversation with my daughter was shocking.,2
7153,Betsy told us all about the recent shocking events.,2
6192,My mother found herself in a terrifying situation.,2
952,Nancy feels scared.,2
1986,The situation makes Latoya feel depressed.,1
1381,The situation makes Terrence feel furious.,0
7512,The conversation with Jerome was terrifying.,2
2773,I made Andrew feel anxious.,2
805,Amanda feels sad.,1
5363,Justin found himself in an annoying situation.,0
320,Justin feels angry.,0
1694,The situation makes my son feel fearful.,2
3641,Alphonse made me feel furious.,0
8322,The conversation with Katie was outrageous.,0
4753,My mother made me feel anxious.,2
8156,The conversation with Jasmine was hilarious.,3
3303,I made Betsy feel enraged.,0
5683,Ebony found herself in an annoying situation.,0
5280,Josh found himself in an irritating situation.,0
2834,I made this man feel fearful.,2
2766,I made Andrew feel depressed.,1
348,Ryan feels miserable.,1
1161,My aunt feels furious.,0
4592,Ellen made me feel scared.,2
4028,This man made me feel miserable.,1
5559,My husband found himself in a great situation.,3
4194,My dad made me feel fearful.,2
2832,I made this man feel scared.,2
85,Leroy feels sad.,1
1885,The situation makes Shaniqua feel sad.,1
5752,Jasmine found herself in a terrifying situation.,2
6357,Torrance told us all about the recent amazing events.,3
1313,The situation makes Torrance feel anxious.,2
2234,The situation makes this woman feel fearful.,2
4755,My mother made me feel happy.,3
7467,The conversation with Jamel was grim.,1
2756,I made Ryan feel ecstatic.,3
1539,The situation makes Justin feel excited.,3
7261,This woman told us all about the recent vexing events.,0
813,Amanda feels anxious.,2
1409,The situation makes Adam feel disappointed.,1
3578,I made my aunt feel relieved.,3
4281,Shaniqua made me feel furious.,0
7094,Heather told us all about the recent dreadful events.,2
5704,Latisha found herself in a displeasing situation.,0
5600,My uncle found himself in an irritating situation.,0
2837,I made this man feel glad.,3
5725,Shaniqua found herself in a depressing situation.,1
4648,This girl made me feel miserable.,1
7326,My daughter told us all about the recent serious events.,1
2967,I made my uncle feel devastated.,1
5696,Ebony found herself in a hilarious situation.,3
5803,Lakisha found herself in an annoying situation.,0
5176,Darnell found himself in a hilarious situation.,3
4461,Melanie made me feel furious.,0
7421,My mom told us all about the recent vexing events.,0
3569,I made my aunt feel disappointed.,1
2841,I made this boy feel furious.,0
3448,I made this girl feel miserable.,1
5661,Shereen found herself in a vexing situation.,0
255,Josh feels happy.,3
1488,The situation makes Alan feel miserable.,1
5241,Adam found himself in a vexing situation.,0
7231,Ellen told us all about the recent threatening events.,2
793,Latoya feels anxious.,2
1484,The situation makes Alan feel annoyed.,0
6625,Jack told us all about the recent depressing events.,1
8478,The conversation with this woman was wonderful.,3
2042,The situation makes Heather feel irritated.,0
4093,My son made me feel anxious.,2
6501,Roger told us all about the recent vexing events.,0
1207,The situation makes Alonzo feel devastated.,1
582,My dad feels irritated.,0
5089,Alphonse found himself in a gloomy situation.,1
5628,My dad found himself in a heartbreaking situation.,1
4245,Ebony made me feel sad.,1
7981,The conversation with my father was vexing.,0
6209,My aunt found herself in a gloomy situation.,1
414,He feels fearful.,2
3234,I made Courtney feel fearful.,2
1719,The situation makes my husband feel excited.,3
6101,My sister found herself in a vexing situation.,0
3153,I made Tia feel anxious.,2
1783,The situation makes my dad feel enraged.,0
7634,The conversation with Terrence was dreadful.,2
5113,Jerome found himself in a shocking situation.,2
539,My boyfriend feels excited.,3
4749,My mother made me feel disappointed.,1
1834,The situation makes Shereen feel fearful.,2
7842,The conversation with him was outrageous.,0
2339,The situation makes my girlfriend feel excited.,3
1637,The situation makes this man feel glad.,3
4264,Latisha made me feel annoyed.,0
6561,Justin told us all about the recent vexing events.,0
5827,Latoya found herself in a grim situation.,1
192,Terrence feels scared.,2
903,Betsy feels enraged.,0
2025,The situation makes Courtney feel sad.,1
428,This man feels miserable.,1
4192,My dad made me feel scared.,2
6288,Alphonse told us all about the recent heartbreaking events.,1
378,Andrew feels relieved.,3
8090,The conversation with Ebony was horrible.,2
7906,The conversation with my brother was serious.,1
1297,The situation makes Leroy feel glad.,3
786,Latoya feels depressed.,1
1041,This girl feels furious.,0
6933,Shaniqua told us all about the recent shocking events.,2
754,Tia feels fearful.,2
7218,Stephanie told us all about the recent wonderful events.,3
2069,The situation makes Melanie feel disappointed.,1
2647,I made Josh feel devastated.,1
3274,I made Melanie feel fearful.,2
6086,This girl found herself in a serious situation.,1
6821,My dad told us all about the recent vexing events.,0
7058,Amanda told us all about the recent wonderful events.,3
1183,My mom feels enraged.,0
1611,The situation makes him feel discouraged.,2
7796,The conversation with Ryan was hilarious.,3
920,Kristin feels angry.,0
3441,I made this girl feel furious.,0
5789,Tia found herself in a gloomy situation.,1
1742,The situation makes my father feel irritated.,0
6929,Shaniqua told us all about the recent gloomy events.,1
2150,The situation makes Nancy feel terrified.,2
2928,I made my boyfriend feel miserable.,1
8108,The conversation with Latisha was heartbreaking.,1
6537,Alan told us all about the recent amazing events.,3
2657,I made Josh feel glad.,3
2137,The situation makes Kristin feel glad.,3
5180,Lamar found himself in an irritating situation.,0
6896,Ebony told us all about the recent hilarious events.,3
4039,This man made me feel excited.,3
6899,Ebony told us all about the recent great events.,3
161,Malik feels furious.,0
7103,Melanie told us all about the recent annoying events.,0
4695,My daughter made me feel happy.,3
4697,My daughter made me feel glad.,3
7379,My girlfriend told us all about the recent great events.,3
175,Malik feels happy.,3
7217,Stephanie told us all about the recent amazing events.,3
6158,My wife found herself in a wonderful situation.,3
1664,The situation makes my brother feel annoyed.,0
2051,The situation makes Heather feel discouraged.,2
6767,My boyfriend told us all about the recent grim events.,1
6447,Adam told us all about the recent grim events.,1
2365,The situation makes my aunt feel sad.,1
8301,The conversation with Melanie was vexing.,0
6190,My mother found herself in a horrible situation.,2
2276,The situation makes my sister feel ecstatic.,3
6137,My daughter found herself in an amazing situation.,3
6894,Ebony told us all about the recent dreadful events.,2
3231,I made Courtney feel discouraged.,2
774,Lakisha feels fearful.,2
2185,The situation makes Ellen feel sad.,1
595,My dad feels happy.,3
5120,Leroy found himself in an irritating situation.,0
7624,The conversation with Terrence was displeasing.,0
7071,Courtney told us all about the recent threatening events.,2
8065,The conversation with Shereen was depressing.,1
7752,The conversation with Frank was terrifying.,2
3189,I made Latoya feel disappointed.,1
7621,The conversation with Terrence was vexing.,0
5982,Nancy found herself in an outrageous situation.,0
6923,Shaniqua told us all about the recent annoying events.,0
1184,My mom feels annoyed.,0
7805,The conversation with Andrew was depressing.,1
2651,I made Josh feel discouraged.,2
999,Ellen feels excited.,3
2741,I made Ryan feel furious.,0
6465,Harry told us all about the recent depressing events.,1
5977,Kristin found herself in an amazing situation.,3
3781,Terrence made me feel furious.,0
1507,The situation makes Frank feel devastated.,1
8363,The conversation with Kristin was annoying.,0
60,Jerome feels angry.,0
1194,My mom feels fearful.,2
3187,I made Latoya feel devastated.,1
275,Roger feels happy.,3
3618,Alonzo made me feel relieved.,3
1500,The situation makes Frank feel angry.,0
2782,I made Jack feel irritated.,0
1741,The situation makes my father feel furious.,0
3749,Lamar made me feel disappointed.,1
3528,I made my girlfriend feel miserable.,1
753,Tia feels anxious.,2
2048,The situation makes Heather feel miserable.,1
382,Jack feels irritated.,0
8607,The conversation with my aunt was grim.,1
2198,The situation makes Ellen feel relieved.,3
5207,Malik found himself in a grim situation.,1
1242,The situation makes Alphonse feel irritated.,0
7273,This woman told us all about the recent shocking events.,2
5244,Adam found himself in a displeasing situation.,0
7979,The conversation with my boyfriend was great.,3
1362,The situation makes Malik feel irritated.,0
8403,The conversation with Stephanie was annoying.,0
6264,Jamel told us all about the recent displeasing events.,0
3697,Leroy made me feel glad.,3
7574,The conversation with Darnell was dreadful.,2
7123,Katie told us all about the recent annoying events.,0
5474,This man found himself in a dreadful situation.,2
5873,Courtney found herself in a shocking situation.,2
2858,I made this boy feel relieved.,3
8465,The conversation with this woman was depressing.,1
1460,The situation makes Roger feel angry.,0
3910,Frank made me feel terrified.,2
243,Josh feels enraged.,0
7636,The conversation with Terrence was hilarious.,3
4460,Melanie made me feel angry.,0
3073,I made Latisha feel anxious.,2
8059,The conversation with Nichelle was great.,3
1175,My aunt feels happy.,3
8526,The conversation with my daughter was serious.,1
6159,My wife found herself in a great situation.,3
4605,She made me feel sad.,1
7425,My mom told us all about the recent depressing events.,1
3129,I made Tanisha feel disappointed.,1
1486,The situation makes Alan feel depressed.,1
201,Adam feels furious.,0
2078,The situation makes Melanie feel relieved.,3
3142,I made Tia feel irritated.,0
8529,The conversation with my daughter was gloomy.,1
7914,The conversation with my brother was dreadful.,2
827,Courtney feels devastated.,1
2370,The situation makes my aunt feel terrified.,2
6212,My aunt found herself in a terrifying situation.,2
7380,My mother told us all about the recent irritating events.,0
1165,My aunt feels sad.,1
2750,I made Ryan feel terrified.,2
1702,The situation makes my husband feel irritated.,0
5040,Alonzo found himself in an irritating situation.,0
1805,The situation makes Nichelle feel sad.,1
6930,Shaniqua told us all about the recent horrible events.,2
3115,I made Jasmine feel happy.,3
2467,I made Jerome feel devastated.,1
1012,She feels scared.,2
698,Shaniqua feels relieved.,3
7668,The conversation with Harry was heartbreaking.,1
4278,Latisha made me feel relieved.,3
4539,Kristin made me feel excited.,3
3370,I made Stephanie feel terrified.,2
6328,Leroy told us all about the recent heartbreaking events.,1
4096,My son made me feel ecstatic.,3
5485,This boy found himself in a depressing situation.,1
4075,My brother made me feel happy.,3
3053,I made Ebony feel anxious.,2
1154,My mother feels fearful.,2
6248,Alonzo told us all about the recent heartbreaking events.,1
7428,My mom told us all about the recent heartbreaking events.,1
4445,Heather made me feel sad.,1
8503,The conversation with my sister was annoying.,0
6893,Ebony told us all about the recent shocking events.,2
2083,The situation makes Katie feel enraged.,0
5887,Heather found herself in a grim situation.,1
5423,Jack found himself in an annoying situation.,0
8295,The conversation with Heather was funny.,3
8546,The conversation with my wife was serious.,1
1699,The situation makes my son feel excited.,3
2091,The situation makes Katie feel discouraged.,2
4434,Courtney made me feel fearful.,2
2425,I made Jamel feel sad.,1
6286,Alphonse told us all about the recent serious events.,1
135,Darnell feels happy.,3
1106,My wife feels depressed.,1
4210,Nichelle made me feel terrified.,2
6787,My father told us all about the recent grim events.,1
8592,The conversation with my mother was terrifying.,2
6647,He told us all about the recent grim events.,1
6008,Stephanie found herself in a heartbreaking situation.,1
4766,My aunt made me feel depressed.,1
5145,Torrance found himself in a depressing situation.,1
233,Harry feels anxious.,2
8427,The conversation with Ellen was grim.,1
7433,My mom told us all about the recent shocking events.,2
6973,Tanisha told us all about the recent shocking events.,2
232,Harry feels scared.,2
8078,The conversation with Shereen was wonderful.,3
2613,I made Adam feel anxious.,2
628,Shereen feels miserable.,1
2698,I made Alan feel relieved.,3
8208,The conversation with Lakisha was heartbreaking.,1
1493,The situation makes Alan feel anxious.,2
6178,My girlfriend found herself in a wonderful situation.,3
5466,This man found himself in a serious situation.,1
2142,The situation makes Nancy feel irritated.,0
7985,The conversation with my father was depressing.,1
3292,I made Katie feel scared.,2
227,Harry feels devastated.,1
3741,Lamar made me feel furious.,0
8122,The conversation with Shaniqua was outrageous.,0
1810,The situation makes Nichelle feel terrified.,2
1474,The situation makes Roger feel fearful.,2
1700,The situation makes my husband feel angry.,0
1549,The situation makes Ryan feel disappointed.,1
5732,Shaniqua found herself in a terrifying situation.,2
6958,Jasmine told us all about the recent wonderful events.,3
3897,Alan made me feel glad.,3
4247,Ebony made me feel devastated.,1
6003,Stephanie found herself in an annoying situation.,0
6028,Ellen found herself in a heartbreaking situation.,1
3071,I made Latisha feel discouraged.,2
1833,The situation makes Shereen feel anxious.,2
3018,I made Nichelle feel relieved.,3
4436,Courtney made me feel ecstatic.,3
5565,My boyfriend found himself in a depressing situation.,1
764,Lakisha feels annoyed.,0
7487,The conversation with Alphonse was grim.,1
2030,The situation makes Courtney feel terrified.,2
6084,This girl found herself in a displeasing situation.,0
3899,Alan made me feel excited.,3
3488,I made my daughter feel miserable.,1
4558,Nancy made me feel relieved.,3
2583,I made Terrence feel enraged.,0
6860,Shereen told us all about the recent irritating events.,0
3571,I made my aunt feel discouraged.,2
1209,The situation makes Alonzo feel disappointed.,1
8236,The conversation with Latoya was hilarious.,3
5889,Heather found herself in a gloomy situation.,1
2141,The situation makes Nancy feel furious.,0
614,Nichelle feels fearful.,2
1902,The situation makes Jasmine feel irritated.,0
1557,The situation makes Ryan feel glad.,3
8212,The conversation with Lakisha was terrifying.,2
7194,Nancy told us all about the recent dreadful events.,2
3346,I made Nancy feel depressed.,1
6749,My husband told us all about the recent gloomy events.,1
6643,He told us all about the recent annoying events.,0
413,He feels anxious.,2
8520,The conversation with my daughter was irritating.,0
186,Terrence feels depressed.,1
4426,Courtney made me feel depressed.,1
6850,Nichelle told us all about the recent horrible events.,2
7880,The conversation with this boy was irritating.,0
1609,The situation makes him feel disappointed.,1
5068,Jamel found himself in a heartbreaking situation.,1
6547,Frank told us all about the recent grim events.,1
4724,My girlfriend made me feel annoyed.,0
6976,Tanisha told us all about the recent hilarious events.,3
2205,The situation makes her feel sad.,1
2495,I made Leroy feel happy.,3
944,Nancy feels annoyed.,0
6610,Andrew told us all about the recent horrible events.,2
2033,The situation makes Courtney feel anxious.,2
5573,My boyfriend found himself in a shocking situation.,2
5135,Leroy found himself in a funny situation.,3
1020,This woman feels angry.,0
6332,Leroy told us all about the recent terrifying events.,2
4197,My dad made me feel glad.,3
6143,My wife found herself in an annoying situation.,0
3382,I made Ellen feel irritated.,0
8155,The conversation with Jasmine was funny.,3
5262,Harry found himself in an outrageous situation.,0
5347,Frank found himself in a grim situation.,1
684,Shaniqua feels annoyed.,0
2587,I made Terrence feel devastated.,1
431,This man feels discouraged.,2
3970,Andrew made me feel terrified.,2
3147,I made Tia feel devastated.,1
1223,The situation makes Jamel feel enraged.,0
5716,Latisha found herself in a hilarious situation.,3
7438,My mom told us all about the recent wonderful events.,3
3942,Ryan made me feel irritated.,0
66,Jerome feels depressed.,1
6903,Latisha told us all about the recent annoying events.,0
2045,The situation makes Heather feel sad.,1
3411,I made her feel discouraged.,2
2563,I made Malik feel enraged.,0
4056,This boy made me feel ecstatic.,3
2326,The situation makes my girlfriend feel depressed.,1
1140,My mother feels angry.,0
6437,Terrence told us all about the recent amazing events.,3
6526,Alan told us all about the recent serious events.,1
967,Stephanie feels devastated.,1
8508,The conversation with my sister was heartbreaking.,1
5848,Amanda found herself in a heartbreaking situation.,1
