,Sentence2,Emotion
1637,The situation makes this woman feel glad.,3
4264,Jamel made me feel annoyed.,0
6561,Melanie told us all about the recent vexing events.,0
5827,Jerome found himself in a grim situation.,1
192,Tanisha feels scared.,2
903,Alan feels enraged.,0
2025,The situation makes Andrew feel sad.,1
428,this woman feels miserable.,1
4192,my mom made me feel scared.,2
6288,Jasmine told us all about the recent heartbreaking events.,1
378,Courtney feels relieved.,3
8090,The conversation with Alonzo was horrible.,2
7906,The conversation with my sister was serious.,1
1297,The situation makes Shaniqua feel glad.,3
786,Jerome feels depressed.,1
1041,this boy feels furious.,0
6933,Leroy told us all about the recent shocking events.,2
754,Torrance feels fearful.,2
7218,Ryan told us all about the recent wonderful events.,3
2069,The situation makes Justin feel disappointed.,1
2647,I made Kristin feel devastated.,1
3274,I made Justin feel fearful.,2
6086,this boy found himself in a serious situation.,1
6821,my mom told us all about the recent vexing events.,0
7058,Adam told us all about the recent wonderful events.,3
1183,my dad feels enraged.,0
1611,The situation makes her feel discouraged.,2
7796,The conversation with Stephanie was hilarious.,3
920,Josh feels angry.,0
3441,I made this boy feel furious.,0
5789,Torrance found himself in a gloomy situation.,1
1742,The situation makes my mother feel irritated.,0
6929,Leroy told us all about the recent gloomy events.,1
2150,The situation makes Roger feel terrified.,2
2928,I made my girlfriend feel miserable.,1
8108,The conversation with Jamel was heartbreaking.,1
6537,Betsy told us all about the recent amazing events.,3
2657,I made Kristin feel glad.,3
2137,The situation makes Josh feel glad.,3
5180,Nichelle found herself in a irritating situation.,0
6896,Alonzo told us all about the recent hilarious events.,3
4039,this woman made me feel excited.,3
6899,Alonzo told us all about the recent great events.,3
161,Shereen feels furious.,0
7103,Justin told us all about the recent annoying events.,0
4695,my son made me feel happy.,3
4697,my son made me feel glad.,3
7379,my boyfriend told us all about the recent great events.,3
175,Shereen feels happy.,3
7217,Ryan told us all about the recent amazing events.,3
6158,my husband found himself in a wonderful situation.,3
1664,The situation makes my sister feel annoyed.,0
2051,The situation makes Harry feel discouraged.,2
6767,my girlfriend told us all about the recent grim events.,1
6447,Amanda told us all about the recent grim events.,1
2365,The situation makes my uncle feel sad.,1
8301,The conversation with Justin was vexing.,0
6190,my father found himself in a horrible situation.,2
2276,The situation makes my brother feel ecstatic.,3
6137,my son found himself in a amazing situation.,3
6894,Alonzo told us all about the recent dreadful events.,2
3231,I made Andrew feel discouraged.,2
774,Darnell feels fearful.,2
2185,The situation makes Frank feel sad.,1
595,my mom feels happy.,3
5120,Shaniqua found herself in a irritating situation.,0
7624,The conversation with Tanisha was displeasing.,0
7071,Andrew told us all about the recent threatening events.,2
8065,The conversation with Malik was depressing.,1
7752,The conversation with Ellen was terrifying.,2
3189,I made Jerome feel disappointed.,1
7621,The conversation with Tanisha was vexing.,0
5982,Roger found himself in a outrageous situation.,0
6923,Leroy told us all about the recent annoying events.,0
1184,my dad feels annoyed.,0
7805,The conversation with Courtney was depressing.,1
2651,I made Kristin feel discouraged.,2
999,Frank feels excited.,3
2741,I made Stephanie feel furious.,0
6465,Heather told us all about the recent depressing events.,1
5977,Josh found himself in a amazing situation.,3
3781,Tanisha made me feel furious.,0
1507,The situation makes Ellen feel devastated.,1
8363,The conversation with Josh was annoying.,0
60,Latoya feels angry.,0
1194,my dad feels fearful.,2
3187,I made Jerome feel devastated.,1
275,Nancy feels happy.,3
3618,Ebony made me feel relieved.,3
1500,The situation makes Ellen feel angry.,0
2782,I made Katie feel irritated.,0
1741,The situation makes my mother feel furious.,0
3749,Nichelle made me feel disappointed.,1
3528,I made my boyfriend feel miserable.,1
753,Torrance feels anxious.,2
2048,The situation makes Harry feel miserable.,1
382,Katie feels irritated.,0
8607,The conversation with my uncle was grim.,1
2198,The situation makes Frank feel relieved.,3
5207,Shereen found herself in a grim situation.,1
1242,The situation makes Jasmine feel irritated.,0
7273,this man told us all about the recent shocking events.,2
5244,Amanda found herself in a displeasing situation.,0
7979,The conversation with my girlfriend was great.,3
1362,The situation makes Shereen feel irritated.,0
8403,The conversation with Ryan was annoying.,0
6264,Latisha told us all about the recent displeasing events.,0
3697,Shaniqua made me feel glad.,3
7574,The conversation with Lakisha was dreadful.,2
7123,Jack told us all about the recent annoying events.,0
5474,this woman found herself in a dreadful situation.,2
5873,Andrew found himself in a shocking situation.,2
2858,I made this girl feel relieved.,3
8465,The conversation with this man was depressing.,1
1460,The situation makes Nancy feel angry.,0
3910,Ellen made me feel terrified.,2
243,Kristin feels enraged.,0
7636,The conversation with Tanisha was hilarious.,3
4460,Justin made me feel angry.,0
3073,I made Jamel feel anxious.,2
8059,The conversation with Lamar was great.,3
1175,my uncle feels happy.,3
8526,The conversation with my son was serious.,1
6159,my husband found himself in a great situation.,3
4605,he made me feel sad.,1
7425,my dad told us all about the recent depressing events.,1
3129,I made Terrence feel disappointed.,1
1486,The situation makes Betsy feel depressed.,1
201,Amanda feels furious.,0
2078,The situation makes Justin feel relieved.,3
3142,I made Torrance feel irritated.,0
8529,The conversation with my son was gloomy.,1
7914,The conversation with my sister was dreadful.,2
827,Andrew feels devastated.,1
2370,The situation makes my uncle feel terrified.,2
6212,my uncle found himself in a terrifying situation.,2
7380,my father told us all about the recent irritating events.,0
1165,my uncle feels sad.,1
2750,I made Stephanie feel terrified.,2
1702,The situation makes my wife feel irritated.,0
5040,Ebony found herself in a irritating situation.,0
1805,The situation makes Lamar feel sad.,1
6930,Leroy told us all about the recent horrible events.,2
3115,I made Alphonse feel happy.,3
2467,I made Latoya feel devastated.,1
1012,he feels scared.,2
698,Leroy feels relieved.,3
7668,The conversation with Heather was heartbreaking.,1
4278,Jamel made me feel relieved.,3
4539,Josh made me feel excited.,3
3370,I made Ryan feel terrified.,2
6328,Shaniqua told us all about the recent heartbreaking events.,1
4096,my daughter made me feel ecstatic.,3
5485,this girl found herself in a depressing situation.,1
4075,my sister made me feel happy.,3
3053,I made Alonzo feel anxious.,2
1154,my father feels fearful.,2
6248,Ebony told us all about the recent heartbreaking events.,1
7428,my dad told us all about the recent heartbreaking events.,1
4445,Harry made me feel sad.,1
8503,The conversation with my brother was annoying.,0
6893,Alonzo told us all about the recent shocking events.,2
2083,The situation makes Jack feel enraged.,0
5887,Harry found himself in a grim situation.,1
5423,Katie found herself in a annoying situation.,0
8295,The conversation with Harry was funny.,3
8546,The conversation with my husband was serious.,1
1699,The situation makes my daughter feel excited.,3
2091,The situation makes Jack feel discouraged.,2
4434,Andrew made me feel fearful.,2
2425,I made Latisha feel sad.,1
6286,Jasmine told us all about the recent serious events.,1
135,Lakisha feels happy.,3
1106,my husband feels depressed.,1
4210,Lamar made me feel terrified.,2
6787,my mother told us all about the recent grim events.,1
8592,The conversation with my father was terrifying.,2
6647,she told us all about the recent grim events.,1
6008,Ryan found himself in a heartbreaking situation.,1
4766,my uncle made me feel depressed.,1
5145,Tia found herself in a depressing situation.,1
233,Heather feels anxious.,2
8427,The conversation with Frank was grim.,1
7433,my dad told us all about the recent shocking events.,2
6973,Terrence told us all about the recent shocking events.,2
232,Heather feels scared.,2
8078,The conversation with Malik was wonderful.,3
2613,I made Amanda feel anxious.,2
628,Malik feels miserable.,1
2698,I made Betsy feel relieved.,3
8208,The conversation with Darnell was heartbreaking.,1
1493,The situation makes Betsy feel anxious.,2
6178,my boyfriend found himself in a wonderful situation.,3
5466,this woman found herself in a serious situation.,1
2142,The situation makes Roger feel irritated.,0
7985,The conversation with my mother was depressing.,1
3292,I made Jack feel scared.,2
227,Heather feels devastated.,1
3741,Nichelle made me feel furious.,0
8122,The conversation with Leroy was outrageous.,0
1810,The situation makes Lamar feel terrified.,2
1474,The situation makes Nancy feel fearful.,2
1700,The situation makes my wife feel angry.,0
1549,The situation makes Stephanie feel disappointed.,1
5732,Leroy found himself in a terrifying situation.,2
6958,Alphonse told us all about the recent wonderful events.,3
3897,Betsy made me feel glad.,3
4247,Alonzo made me feel devastated.,1
6003,Ryan found himself in a annoying situation.,0
6028,Frank found himself in a heartbreaking situation.,1
3071,I made Jamel feel discouraged.,2
1833,The situation makes Malik feel anxious.,2
3018,I made Lamar feel relieved.,3
4436,Andrew made me feel ecstatic.,3
5565,my girlfriend found herself in a depressing situation.,1
764,Darnell feels annoyed.,0
7487,The conversation with Jasmine was grim.,1
2030,The situation makes Andrew feel terrified.,2
6084,this boy found himself in a displeasing situation.,0
3899,Betsy made me feel excited.,3
3488,I made my son feel miserable.,1
4558,Roger made me feel relieved.,3
2583,I made Tanisha feel enraged.,0
6860,Malik told us all about the recent irritating events.,0
3571,I made my uncle feel discouraged.,2
1209,The situation makes Ebony feel disappointed.,1
8236,The conversation with Jerome was hilarious.,3
5889,Harry found himself in a gloomy situation.,1
2141,The situation makes Roger feel furious.,0
614,Lamar feels fearful.,2
1902,The situation makes Alphonse feel irritated.,0
1557,The situation makes Stephanie feel glad.,3
8212,The conversation with Darnell was terrifying.,2
7194,Roger told us all about the recent dreadful events.,2
3346,I made Roger feel depressed.,1
6749,my wife told us all about the recent gloomy events.,1
6643,she told us all about the recent annoying events.,0
413,she feels anxious.,2
8520,The conversation with my son was irritating.,0
186,Tanisha feels depressed.,1
4426,Andrew made me feel depressed.,1
6850,Lamar told us all about the recent horrible events.,2
7880,The conversation with this girl was irritating.,0
1609,The situation makes her feel disappointed.,1
5068,Latisha found herself in a heartbreaking situation.,1
6547,Ellen told us all about the recent grim events.,1
4724,my boyfriend made me feel annoyed.,0
6976,Terrence told us all about the recent hilarious events.,3
2205,The situation makes his feel sad.,1
2495,I made Shaniqua feel happy.,3
944,Roger feels annoyed.,0
6610,Courtney told us all about the recent horrible events.,2
2033,The situation makes Andrew feel anxious.,2
5573,my girlfriend found herself in a shocking situation.,2
5135,Shaniqua found herself in a funny situation.,3
1020,this man feels angry.,0
6332,Shaniqua told us all about the recent terrifying events.,2
4197,my mom made me feel glad.,3
6143,my husband found himself in a annoying situation.,0
3382,I made Frank feel irritated.,0
8155,The conversation with Alphonse was funny.,3
5262,Heather found herself in a outrageous situation.,0
5347,Ellen found herself in a grim situation.,1
684,Leroy feels annoyed.,0
2587,I made Tanisha feel devastated.,1
431,this woman feels discouraged.,2
3970,Courtney made me feel terrified.,2
3147,I made Torrance feel devastated.,1
1223,The situation makes Latisha feel enraged.,0
5716,Jamel found himself in a hilarious situation.,3
7438,my dad told us all about the recent wonderful events.,3
3942,Stephanie made me feel irritated.,0
66,Latoya feels depressed.,1
6903,Jamel told us all about the recent annoying events.,0
2045,The situation makes Harry feel sad.,1
3411,I made his feel discouraged.,2
2563,I made Shereen feel enraged.,0
4056,this girl made me feel ecstatic.,3
2326,The situation makes my boyfriend feel depressed.,1
1140,my father feels angry.,0
6437,Tanisha told us all about the recent amazing events.,3
6526,Betsy told us all about the recent serious events.,1
967,Ryan feels devastated.,1
8508,The conversation with my brother was heartbreaking.,1
5848,Adam found himself in a heartbreaking situation.,1
6265,Latisha told us all about the recent depressing events.,1
8393,The conversation with Roger was shocking.,2
8269,The conversation with Andrew was gloomy.,1
1191,my dad feels discouraged.,2
8058,The conversation with Lamar was wonderful.,3
7730,The conversation with Betsy was horrible.,2
1181,my dad feels furious.,0
2578,I made Shereen feel relieved.,3
3355,I made Roger feel happy.,3
506,my wife feels depressed.,1
5665,Malik found himself in a depressing situation.,1
6029,Frank found himself in a gloomy situation.,1
7610,The conversation with Shereen was horrible.,2
7193,Roger told us all about the recent shocking events.,2
7999,The conversation with my mother was great.,3
545,my mother feels sad.,1
1210,The situation makes Ebony feel terrified.,2
1234,The situation makes Latisha feel fearful.,2
848,Harry feels miserable.,1
6211,my uncle found himself in a threatening situation.,2
6792,my mother told us all about the recent terrifying events.,2
6835,my mom told us all about the recent funny events.,3
2230,The situation makes this man feel terrified.,2
2059,The situation makes Harry feel excited.,3
3361,I made Ryan feel furious.,0
8438,The conversation with Frank was wonderful.,3
7053,Adam told us all about the recent shocking events.,2
444,this girl feels annoyed.,0
6992,Torrance told us all about the recent terrifying events.,2
3672,Latoya made me feel scared.,2
6746,my wife told us all about the recent serious events.,1
7280,this boy told us all about the recent irritating events.,0
415,she feels happy.,3
2502,I made Tia feel irritated.,0
6070,this man found himself in a horrible situation.,2
6319,Latoya told us all about the recent great events.,3
5435,Katie found herself in a funny situation.,3
204,Amanda feels annoyed.,0
1738,The situation makes my girlfriend feel relieved.,3
5373,Melanie found herself in a shocking situation.,2
7003,Darnell told us all about the recent annoying events.,0
5287,Kristin found herself in a grim situation.,1
4364,Darnell made me feel annoyed.,0
4040,this girl made me feel angry.,0
4004,she made me feel annoyed.,0
1036,this man feels ecstatic.,3
1824,The situation makes Malik feel annoyed.,0
1130,my boyfriend feels terrified.,2
6090,this boy found himself in a horrible situation.,2
733,Terrence feels anxious.,2
1517,The situation makes Ellen feel glad.,3
1305,The situation makes Tia feel sad.,1
7367,my boyfriend told us all about the recent grim events.,1
493,my daughter feels anxious.,2
4640,this boy made me feel angry.,0
7828,The conversation with Katie was heartbreaking.,1
1999,The situation makes Jerome feel excited.,3
1718,The situation makes my wife feel relieved.,3
7002,Darnell told us all about the recent outrageous events.,0
7741,The conversation with Ellen was vexing.,0
6230,my dad found himself in a horrible situation.,2
3798,Tanisha made me feel relieved.,3
800,Adam feels angry.,0
6235,my dad found himself in a funny situation.,3
7365,my boyfriend told us all about the recent depressing events.,1
3273,I made Justin feel anxious.,2
3126,I made Terrence feel depressed.,1
7887,The conversation with this girl was grim.,1
4357,Torrance made me feel glad.,3
4611,he made me feel discouraged.,2
6590,Stephanie told us all about the recent horrible events.,2
4730,my boyfriend made me feel terrified.,2
5415,Courtney found herself in a funny situation.,3
1904,The situation makes Alphonse feel annoyed.,0
1411,The situation makes Amanda feel discouraged.,2
3638,Latisha made me feel relieved.,3
4505,Alan made me feel sad.,1
1975,The situation makes Darnell feel happy.,3
5077,Latisha found herself in a amazing situation.,3
6950,Alphonse told us all about the recent horrible events.,2
1327,The situation makes Lakisha feel devastated.,1
4400,Adam made me feel angry.,0
6656,she told us all about the recent hilarious events.,3
2694,I made Betsy feel fearful.,2
8066,The conversation with Malik was serious.,1
696,Leroy feels ecstatic.,3
3410,I made his feel terrified.,2
4133,my girlfriend made me feel anxious.,2
4047,this girl made me feel devastated.,1
8087,The conversation with Alonzo was grim.,1
3207,I made Adam feel devastated.,1
4347,Torrance made me feel devastated.,1
8060,The conversation with Malik was irritating.,0
8262,The conversation with Andrew was outrageous.,0
6848,Lamar told us all about the recent heartbreaking events.,1
2791,I made Katie feel discouraged.,2
8387,The conversation with Roger was grim.,1
8099,The conversation with Alonzo was great.,3
5506,my sister found herself in a serious situation.,1
3190,I made Jerome feel terrified.,2
2443,I made Jasmine feel enraged.,0
2880,I made my daughter feel angry.,0
2056,The situation makes Harry feel ecstatic.,3
2936,I made my girlfriend feel ecstatic.,3
2553,I made Nichelle feel anxious.,2
4214,Lamar made me feel fearful.,2
7902,The conversation with my sister was outrageous.,0
2838,I made this woman feel relieved.,3
1107,my husband feels devastated.,1
8184,The conversation with Torrance was displeasing.,0
5531,my daughter found herself in a threatening situation.,2
8355,The conversation with Alan was funny.,3
6249,Ebony told us all about the recent gloomy events.,1
46,Jasmine feels depressed.,1
4541,Roger made me feel furious.,0
2085,The situation makes Jack feel sad.,1
5585,my mother found herself in a depressing situation.,1
107,Tia feels devastated.,1
4242,Alonzo made me feel irritated.,0
1643,The situation makes this girl feel enraged.,0
4373,Darnell made me feel anxious.,2
3263,I made Justin feel enraged.,0
5469,this woman found herself in a gloomy situation.,1
926,Josh feels depressed.,1
3740,Nichelle made me feel angry.,0
6345,Tia told us all about the recent depressing events.,1
2374,The situation makes my uncle feel fearful.,2
2288,The situation makes my son feel miserable.,1
2075,The situation makes Justin feel happy.,3
6609,Courtney told us all about the recent gloomy events.,1
1735,The situation makes my girlfriend feel happy.,3
7479,The conversation with Latisha was great.,3
5571,my girlfriend found herself in a threatening situation.,2
3168,I made Darnell feel miserable.,1
1,Ebony feels furious.,0
3031,I made Malik feel discouraged.,2
2952,I made my mother feel scared.,2
1823,The situation makes Malik feel enraged.,0
4547,Roger made me feel devastated.,1
353,Stephanie feels anxious.,2
8016,The conversation with my aunt was hilarious.,3
5900,Justin found himself in a irritating situation.,0
8464,The conversation with this man was displeasing.,0
4657,this boy made me feel glad.,3
8460,The conversation with this man was irritating.,0
1462,The situation makes Nancy feel irritated.,0
3812,Amanda made me feel scared.,2
5835,Jerome found himself in a funny situation.,3
8602,The conversation with my uncle was outrageous.,0
6870,Malik told us all about the recent horrible events.,2
985,Frank feels sad.,1
1937,The situation makes Terrence feel glad.,3
925,Josh feels sad.,1
1160,my uncle feels angry.,0
1917,The situation makes Alphonse feel glad.,3
2207,The situation makes his feel devastated.,1
8369,The conversation with Josh was gloomy.,1
5430,Katie found herself in a horrible situation.,2
6927,Leroy told us all about the recent grim events.,1
5562,my girlfriend found herself in a outrageous situation.,0
1815,The situation makes Lamar feel happy.,3
129,Lakisha feels disappointed.,1
207,Amanda feels devastated.,1
5094,Jasmine found herself in a dreadful situation.,2
3540,I made my father feel angry.,0
6125,my son found himself in a depressing situation.,1
5111,Latoya found herself in a threatening situation.,2
3927,Melanie made me feel devastated.,1
1203,The situation makes Ebony feel enraged.,0
4502,Alan made me feel irritated.,0
8170,The conversation with Terrence was horrible.,2
7469,The conversation with Latisha was gloomy.,1
6549,Ellen told us all about the recent gloomy events.,1
2489,I made Shaniqua feel disappointed.,1
6596,Stephanie told us all about the recent hilarious events.,3
7775,The conversation with Melanie was funny.,3
4501,Alan made me feel furious.,0
3055,I made Alonzo feel happy.,3
1554,The situation makes Stephanie feel fearful.,2
3389,I made Frank feel disappointed.,1
2655,I made Kristin feel happy.,3
2486,I made Shaniqua feel depressed.,1
4007,she made me feel devastated.,1
2770,I made Courtney feel terrified.,2
3784,Tanisha made me feel annoyed.,0
1857,The situation makes Alonzo feel glad.,3
6381,Nichelle told us all about the recent vexing events.,0
2507,I made Tia feel devastated.,1
864,Justin feels annoyed.,0
5693,Alonzo found himself in a shocking situation.,2
111,Tia feels discouraged.,2
4613,he made me feel anxious.,2
6585,Stephanie told us all about the recent depressing events.,1
3789,Tanisha made me feel disappointed.,1
6323,Shaniqua told us all about the recent annoying events.,0
1271,The situation makes Latoya feel discouraged.,2
1914,The situation makes Alphonse feel fearful.,2
2066,The situation makes Justin feel depressed.,1
3661,Latoya made me feel furious.,0
2155,The situation makes Roger feel happy.,3
3217,I made Adam feel glad.,3
8300,The conversation with Justin was irritating.,0
3474,I made my brother feel fearful.,2
6154,my husband found himself in a dreadful situation.,2
1265,The situation makes Latoya feel sad.,1
3706,Tia made me feel depressed.,1
5475,this woman found herself in a funny situation.,3
8053,The conversation with Lamar was shocking.,2
218,Amanda feels relieved.,3
597,my mom feels glad.,3
1760,The situation makes my aunt feel angry.,0
5572,my girlfriend found herself in a terrifying situation.,2
3845,Kristin made me feel sad.,1
6867,Malik told us all about the recent grim events.,1
3439,I made this man feel excited.,3
7821,The conversation with Katie was vexing.,0
5781,Torrance found himself in a vexing situation.,0
263,Nancy feels enraged.,0
1227,The situation makes Latisha feel devastated.,1
3694,Shaniqua made me feel fearful.,2
7008,Darnell told us all about the recent heartbreaking events.,1
523,my girlfriend feels enraged.,0
7213,Ryan told us all about the recent shocking events.,2
1240,The situation makes Jasmine feel angry.,0
4104,my wife made me feel annoyed.,0
4675,my brother made me feel happy.,3
7587,The conversation with Nichelle was grim.,1
1551,The situation makes Stephanie feel discouraged.,2
6250,Ebony told us all about the recent horrible events.,2
2316,The situation makes my husband feel ecstatic.,3
8610,The conversation with my uncle was horrible.,2
1384,The situation makes Tanisha feel annoyed.,0
7039,Jerome told us all about the recent great events.,3
4326,Terrence made me feel depressed.,1
4095,my daughter made me feel happy.,3
4391,Jerome made me feel discouraged.,2
750,Torrance feels terrified.,2
2364,The situation makes my uncle feel annoyed.,0
3296,I made Jack feel ecstatic.,3
8514,The conversation with my brother was dreadful.,2
2108,The situation makes Alan feel miserable.,1
4457,Harry made me feel glad.,3
106,Tia feels depressed.,1
3550,I made my father feel terrified.,2
7833,The conversation with Katie was shocking.,2
4227,Malik made me feel devastated.,1
2842,I made this girl feel irritated.,0
6771,my girlfriend told us all about the recent threatening events.,2
354,Stephanie feels fearful.,2
763,Darnell feels enraged.,0
6588,Stephanie told us all about the recent heartbreaking events.,1
7406,my uncle told us all about the recent serious events.,1
8137,The conversation with Leroy was amazing.,3
3318,I made Alan feel relieved.,3
1065,my brother feels sad.,1
1399,The situation makes Tanisha feel excited.,3
1437,The situation makes Heather feel glad.,3
4528,Josh made me feel miserable.,1
2780,I made Katie feel angry.,0
5261,Heather found herself in a vexing situation.,0
5476,this woman found herself in a hilarious situation.,3
766,Darnell feels depressed.,1
1109,my husband feels disappointed.,1
7839,The conversation with Katie was great.,3
3780,Tanisha made me feel angry.,0
5222,Tanisha found herself in a outrageous situation.,0
3080,I made Leroy feel angry.,0
8560,The conversation with my boyfriend was irritating.,0
3281,I made Jack feel furious.,0
2227,The situation makes this man feel devastated.,1
2914,I made my wife feel fearful.,2
7505,The conversation with Latoya was depressing.,1
5093,Jasmine found herself in a shocking situation.,2
1859,The situation makes Alonzo feel excited.,3
6704,my sister told us all about the recent displeasing events.,0
2013,The situation makes Adam feel anxious.,2
1767,The situation makes my aunt feel devastated.,1
7239,Frank told us all about the recent great events.,3
5169,Lakisha found herself in a gloomy situation.,1
3886,Betsy made me feel depressed.,1
7956,The conversation with my wife was hilarious.,3
7952,The conversation with my wife was terrifying.,2
7618,The conversation with Shereen was wonderful.,3
3379,I made Ryan feel excited.,3
1428,The situation makes Heather feel miserable.,1
543,my mother feels enraged.,0
2313,The situation makes my husband feel anxious.,2
6150,my husband found himself in a horrible situation.,2
7953,The conversation with my wife was shocking.,2
7542,The conversation with Tia was outrageous.,0
1483,The situation makes Betsy feel enraged.,0
3159,I made Torrance feel excited.,3
6274,Latisha told us all about the recent dreadful events.,2
216,Amanda feels ecstatic.,3
5491,this girl found herself in a threatening situation.,2
3038,I made Malik feel relieved.,3
2200,The situation makes his feel angry.,0
7589,The conversation with Nichelle was gloomy.,1
688,Leroy feels miserable.,1
8237,The conversation with Jerome was amazing.,3
278,Nancy feels relieved.,3
3216,I made Adam feel ecstatic.,3
1072,my brother feels scared.,2
658,Alonzo feels relieved.,3
145,Nichelle feels sad.,1
8031,The conversation with my mom was threatening.,2
7229,Frank told us all about the recent gloomy events.,1
1804,The situation makes Lamar feel annoyed.,0
7838,The conversation with Katie was wonderful.,3
1037,this man feels glad.,3
319,Ellen feels excited.,3
5198,Nichelle found herself in a wonderful situation.,3
1021,this man feels furious.,0
6457,Amanda told us all about the recent amazing events.,3
4291,Leroy made me feel discouraged.,2
4283,Leroy made me feel enraged.,0
4620,this man made me feel angry.,0
4554,Roger made me feel fearful.,2
4458,Harry made me feel relieved.,3
7435,my dad told us all about the recent funny events.,3
20,Latisha feels angry.,0
3118,I made Alphonse feel relieved.,3
547,my mother feels devastated.,1
5963,Josh found himself in a annoying situation.,0
4204,Lamar made me feel annoyed.,0
138,Lakisha feels relieved.,3
8569,The conversation with my boyfriend was gloomy.,1
1581,The situation makes Katie feel furious.,0
2599,I made Tanisha feel excited.,3
5148,Tia found herself in a heartbreaking situation.,1
5334,Betsy found herself in a dreadful situation.,2
7348,my husband told us all about the recent heartbreaking events.,1
1018,he feels relieved.,3
5215,Shereen found herself in a funny situation.,3
5238,Tanisha found herself in a wonderful situation.,3
6206,my uncle found himself in a serious situation.,1
580,my mom feels angry.,0
4090,my daughter made me feel terrified.,2
2411,I made Ebony feel discouraged.,2
143,Nichelle feels enraged.,0
6405,Shereen told us all about the recent depressing events.,1
5058,Ebony found herself in a wonderful situation.,3
2118,The situation makes Alan feel relieved.,3
679,Jamel feels excited.,3
6341,Tia told us all about the recent vexing events.,0
6630,Katie told us all about the recent horrible events.,2
7607,The conversation with Shereen was grim.,1
1404,The situation makes Amanda feel annoyed.,0
3269,I made Justin feel disappointed.,1
2332,The situation makes my boyfriend feel scared.,2
2225,The situation makes this man feel sad.,1
6595,Stephanie told us all about the recent funny events.,3
6532,Betsy told us all about the recent terrifying events.,2
2338,The situation makes my boyfriend feel relieved.,3
8476,The conversation with this man was hilarious.,3
6640,she told us all about the recent irritating events.,0
3094,I made Leroy feel fearful.,2
8278,The conversation with Andrew was wonderful.,3
3559,I made my father feel excited.,3
2466,I made Latoya feel depressed.,1
4033,this woman made me feel anxious.,2
637,Malik feels glad.,3
5277,Heather found herself in a amazing situation.,3
1253,The situation makes Jasmine feel anxious.,2
7697,The conversation with Kristin was amazing.,3
4521,Josh made me feel furious.,0
1231,The situation makes Latisha feel discouraged.,2
5397,Stephanie found herself in a amazing situation.,3
3972,Courtney made me feel scared.,2
5409,Courtney found herself in a gloomy situation.,1
6110,my brother found himself in a horrible situation.,2
6429,Tanisha told us all about the recent gloomy events.,1
1952,The situation makes Torrance feel scared.,2
5429,Katie found herself in a gloomy situation.,1
4566,Ryan made me feel depressed.,1
6703,my sister told us all about the recent annoying events.,0
6756,my wife told us all about the recent hilarious events.,3
3922,Melanie made me feel irritated.,0
3617,Ebony made me feel glad.,3
8357,The conversation with Alan was amazing.,3
7599,The conversation with Nichelle was great.,3
3367,I made Ryan feel devastated.,1
551,my mother feels discouraged.,2
3702,Tia made me feel irritated.,0
6314,Latoya told us all about the recent dreadful events.,2
5931,Jack found himself in a threatening situation.,2
5769,Terrence found himself in a gloomy situation.,1
7489,The conversation with Jasmine was gloomy.,1
1293,The situation makes Shaniqua feel anxious.,2
1235,The situation makes Latisha feel happy.,3
6712,my sister told us all about the recent terrifying events.,2
6462,Heather told us all about the recent outrageous events.,0
2731,I made Melanie feel discouraged.,2
573,my aunt feels anxious.,2
4601,he made me feel furious.,0
3777,Shereen made me feel glad.,3
3548,I made my father feel miserable.,1
2704,I made Ellen feel annoyed.,0
4682,my son made me feel irritated.,0
8202,The conversation with Darnell was outrageous.,0
3464,I made my brother feel annoyed.,0
7013,Darnell told us all about the recent shocking events.,2
153,Nichelle feels anxious.,2
3659,Jasmine made me feel excited.,3
4065,my sister made me feel sad.,1
4189,my mom made me feel disappointed.,1
8161,The conversation with Terrence was vexing.,0
2330,The situation makes my boyfriend feel terrified.,2
6968,Terrence told us all about the recent heartbreaking events.,1
6510,Nancy told us all about the recent horrible events.,2
4538,Josh made me feel relieved.,3
341,Stephanie feels furious.,0
474,my sister feels fearful.,2
3122,I made Terrence feel irritated.,0
912,Alan feels scared.,2
7244,he told us all about the recent displeasing events.,0
16,Ebony feels ecstatic.,3
4390,Jerome made me feel terrified.,2
5980,Roger found himself in a irritating situation.,0
6063,this man found himself in a annoying situation.,0
4218,Lamar made me feel relieved.,3
4623,this man made me feel enraged.,0
576,my aunt feels ecstatic.,3
8133,The conversation with Leroy was shocking.,2
8545,The conversation with my husband was depressing.,1
6633,Katie told us all about the recent shocking events.,2
1873,The situation makes Jamel feel anxious.,2
879,Justin feels excited.,3
1883,The situation makes Leroy feel enraged.,0
4473,Justin made me feel anxious.,2
4402,Adam made me feel irritated.,0
2794,I made Katie feel fearful.,2
69,Latoya feels disappointed.,1
1354,The situation makes Nichelle feel fearful.,2
386,Katie feels depressed.,1
2120,The situation makes Josh feel angry.,0
5642,Lamar found himself in a outrageous situation.,0
1420,The situation makes Heather feel angry.,0
3558,I made my father feel relieved.,3
876,Justin feels ecstatic.,3
5105,Latoya found herself in a depressing situation.,1
889,Jack feels disappointed.,1
1520,The situation makes Melanie feel angry.,0
4014,she made me feel fearful.,2
3951,Stephanie made me feel discouraged.,2
7503,The conversation with Latoya was annoying.,0
5404,Courtney found herself in a displeasing situation.,0
3788,Tanisha made me feel miserable.,1
2665,I made Nancy feel sad.,1
1340,The situation makes Nichelle feel angry.,0
1069,my brother feels disappointed.,1
